sent_id,target,context,split
1254,which,"['the', 'ravine', 'the', 'river']",train
1254,the,"['ravine', 'which', 'river', 'forms']",train
1254,river,"['which', 'the', 'forms', 'opened']",train
1254,forms,"['the', 'river', 'opened', 'before']",train
1254,opened,"['river', 'forms', 'before', 'me']",train
1254,before,"['forms', 'opened', 'me', 'and']",train
1254,me,"['opened', 'before', 'and', 'i']",train
1254,and,"['before', 'me', 'i', 'began']",train
1254,i,"['me', 'and', 'began', 'to']",train
1254,began,"['and', 'i', 'to', 'ascend']",train
1254,to,"['i', 'began', 'ascend', 'the']",train
1254,ascend,"['began', 'to', 'the', 'mountain']",train
1254,the,"['to', 'ascend', 'mountain', 'that']",train
1254,mountain,"['ascend', 'the', 'that', 'overhangs']",train
1254,that,"['the', 'mountain', 'overhangs', 'it']",train
1254,overhangs,"['mountain', 'that', 'it', '<PAD>']",train
1254,it,"['that', 'overhangs', '<PAD>', '<PAD>']",train
1255,soon,"['<PAD>', '<PAD>', 'after', 'i']",train
1255,after,"['<PAD>', 'soon', 'i', 'entered']",train
1255,i,"['soon', 'after', 'entered', 'the']",train
1255,entered,"['after', 'i', 'the', 'valley']",train
1255,the,"['i', 'entered', 'valley', 'of']",train
1255,valley,"['entered', 'the', 'of', 'chamounix']",train
1255,of,"['the', 'valley', 'chamounix', '<PAD>']",train
1255,chamounix,"['valley', 'of', '<PAD>', '<PAD>']",train
1256,this,"['<PAD>', '<PAD>', 'valley', 'is']",train
1256,valley,"['<PAD>', 'this', 'is', 'more']",train
1256,is,"['this', 'valley', 'more', 'wonderful']",train
1256,more,"['valley', 'is', 'wonderful', 'and']",train
1256,wonderful,"['is', 'more', 'and', 'sublime']",train
1256,and,"['more', 'wonderful', 'sublime', 'but']",train
1256,sublime,"['wonderful', 'and', 'but', 'not']",train
1256,but,"['and', 'sublime', 'not', 'so']",train
1256,not,"['sublime', 'but', 'so', 'beautiful']",train
1256,so,"['but', 'not', 'beautiful', 'and']",train
1256,beautiful,"['not', 'so', 'and', 'picturesque']",train
1256,and,"['so', 'beautiful', 'picturesque', 'as']",train
1256,picturesque,"['beautiful', 'and', 'as', 'that']",train
1256,as,"['and', 'picturesque', 'that', 'of']",train
1256,that,"['picturesque', 'as', 'of', 'servox']",train
1256,of,"['as', 'that', 'servox', 'through']",train
1256,servox,"['that', 'of', 'through', 'which']",train
1256,through,"['of', 'servox', 'which', 'i']",train
1256,which,"['servox', 'through', 'i', 'had']",train
1256,i,"['through', 'which', 'had', 'just']",train
1256,had,"['which', 'i', 'just', 'passed']",train
1256,just,"['i', 'had', 'passed', '<PAD>']",train
1256,passed,"['had', 'just', '<PAD>', '<PAD>']",train
1257,the,"['<PAD>', '<PAD>', 'high', 'and']",train
1257,high,"['<PAD>', 'the', 'and', 'snowy']",train
1257,and,"['the', 'high', 'snowy', 'mountains']",train
1257,snowy,"['high', 'and', 'mountains', 'were']",train
1257,mountains,"['and', 'snowy', 'were', 'its']",train
1257,were,"['snowy', 'mountains', 'its', 'immediate']",train
1257,its,"['mountains', 'were', 'immediate', 'boundaries']",train
1257,immediate,"['were', 'its', 'boundaries', 'but']",train
1257,boundaries,"['its', 'immediate', 'but', 'i']",train
1257,but,"['immediate', 'boundaries', 'i', 'saw']",train
1257,i,"['boundaries', 'but', 'saw', 'no']",train
1257,saw,"['but', 'i', 'no', 'more']",train
1257,no,"['i', 'saw', 'more', 'ruined']",train
1257,more,"['saw', 'no', 'ruined', 'castles']",train
1257,ruined,"['no', 'more', 'castles', 'and']",train
1257,castles,"['more', 'ruined', 'and', 'fertile']",train
1257,and,"['ruined', 'castles', 'fertile', 'fields']",train
1257,fertile,"['castles', 'and', 'fields', '<PAD>']",train
1257,fields,"['and', 'fertile', '<PAD>', '<PAD>']",train
1258,immense,"['<PAD>', '<PAD>', 'glaciers', 'approached']",train
1258,glaciers,"['<PAD>', 'immense', 'approached', 'the']",train
1258,approached,"['immense', 'glaciers', 'the', 'road']",train
1258,the,"['glaciers', 'approached', 'road', 'i']",train
1258,road,"['approached', 'the', 'i', 'heard']",train
1258,i,"['the', 'road', 'heard', 'the']",train
1258,heard,"['road', 'i', 'the', 'rumbling']",train
1258,the,"['i', 'heard', 'rumbling', 'thunder']",train
1258,rumbling,"['heard', 'the', 'thunder', 'of']",train
1258,thunder,"['the', 'rumbling', 'of', 'the']",train
1258,of,"['rumbling', 'thunder', 'the', 'falling']",train
1258,the,"['thunder', 'of', 'falling', 'avalanche']",train
1258,falling,"['of', 'the', 'avalanche', 'and']",train
1258,avalanche,"['the', 'falling', 'and', 'marked']",train
1258,and,"['falling', 'avalanche', 'marked', 'the']",train
1258,marked,"['avalanche', 'and', 'the', 'smoke']",train
1258,the,"['and', 'marked', 'smoke', 'of']",train
1258,smoke,"['marked', 'the', 'of', 'its']",train
1258,of,"['the', 'smoke', 'its', 'passage']",train
1258,its,"['smoke', 'of', 'passage', '<PAD>']",train
1258,passage,"['of', 'its', '<PAD>', '<PAD>']",train
1259,mont,"['<PAD>', '<PAD>', 'blanc', 'the']",train
1259,blanc,"['<PAD>', 'mont', 'the', 'supreme']",train
1259,the,"['mont', 'blanc', 'supreme', 'and']",train
1259,supreme,"['blanc', 'the', 'and', 'magnificent']",train
1259,and,"['the', 'supreme', 'magnificent', 'mont']",train
1259,magnificent,"['supreme', 'and', 'mont', 'blanc']",train
1259,mont,"['and', 'magnificent', 'blanc', 'raised']",train
1259,blanc,"['magnificent', 'mont', 'raised', 'itself']",train
1259,raised,"['mont', 'blanc', 'itself', 'from']",train
1259,itself,"['blanc', 'raised', 'from', 'the']",train
1259,from,"['raised', 'itself', 'the', 'surrounding']",train
1259,the,"['itself', 'from', 'surrounding', 'aiguilles']",train
1259,surrounding,"['from', 'the', 'aiguilles', 'and']",train
1259,aiguilles,"['the', 'surrounding', 'and', 'its']",train
1259,and,"['surrounding', 'aiguilles', 'its', 'tremendous']",train
1259,its,"['aiguilles', 'and', 'tremendous', 'dôme']",train
1259,tremendous,"['and', 'its', 'dôme', 'overlooked']",train
1259,dôme,"['its', 'tremendous', 'overlooked', 'the']",train
1259,overlooked,"['tremendous', 'dôme', 'the', 'valley']",train
1259,the,"['dôme', 'overlooked', 'valley', '<PAD>']",train
1259,valley,"['overlooked', 'the', '<PAD>', '<PAD>']",train
1260,a,"['<PAD>', '<PAD>', 'tingling', 'long']",test
1260,tingling,"['<PAD>', 'a', 'long', 'lost']",test
1260,long,"['a', 'tingling', 'lost', 'sense']",test
1260,lost,"['tingling', 'long', 'sense', 'of']",test
1260,sense,"['long', 'lost', 'of', 'pleasure']",test
1260,of,"['lost', 'sense', 'pleasure', 'often']",test
1260,pleasure,"['sense', 'of', 'often', 'came']",test
1260,often,"['of', 'pleasure', 'came', 'across']",test
1260,came,"['pleasure', 'often', 'across', 'me']",test
1260,across,"['often', 'came', 'me', 'during']",test
1260,me,"['came', 'across', 'during', 'this']",test
1260,during,"['across', 'me', 'this', 'journey']",test
1260,this,"['me', 'during', 'journey', '<PAD>']",test
1260,journey,"['during', 'this', '<PAD>', '<PAD>']",test
1261,some,"['<PAD>', '<PAD>', 'turn', 'in']",valid
1261,turn,"['<PAD>', 'some', 'in', 'the']",valid
1261,in,"['some', 'turn', 'the', 'road']",valid
1261,the,"['turn', 'in', 'road', 'some']",valid
1261,road,"['in', 'the', 'some', 'new']",valid
1261,some,"['the', 'road', 'new', 'object']",valid
1261,new,"['road', 'some', 'object', 'suddenly']",valid
1261,object,"['some', 'new', 'suddenly', 'perceived']",valid
1261,suddenly,"['new', 'object', 'perceived', 'and']",valid
1261,perceived,"['object', 'suddenly', 'and', 'recognised']",valid
1261,and,"['suddenly', 'perceived', 'recognised', 'reminded']",valid
1261,recognised,"['perceived', 'and', 'reminded', 'me']",valid
1261,reminded,"['and', 'recognised', 'me', 'of']",valid
1261,me,"['recognised', 'reminded', 'of', 'days']",valid
1261,of,"['reminded', 'me', 'days', 'gone']",valid
1261,days,"['me', 'of', 'gone', 'by']",valid
1261,gone,"['of', 'days', 'by', 'and']",valid
1261,by,"['days', 'gone', 'and', 'were']",valid
1261,and,"['gone', 'by', 'were', 'associated']",valid
1261,were,"['by', 'and', 'associated', 'with']",valid
1261,associated,"['and', 'were', 'with', 'the']",valid
1261,with,"['were', 'associated', 'the', 'lighthearted']",valid
1261,the,"['associated', 'with', 'lighthearted', 'gaiety']",valid
1261,lighthearted,"['with', 'the', 'gaiety', 'of']",valid
1261,gaiety,"['the', 'lighthearted', 'of', 'boyhood']",valid
1261,of,"['lighthearted', 'gaiety', 'boyhood', '<PAD>']",valid
1261,boyhood,"['gaiety', 'of', '<PAD>', '<PAD>']",valid
1262,the,"['<PAD>', '<PAD>', 'very', 'winds']",test
1262,very,"['<PAD>', 'the', 'winds', 'whispered']",test
1262,winds,"['the', 'very', 'whispered', 'in']",test
1262,whispered,"['very', 'winds', 'in', 'soothing']",test
1262,in,"['winds', 'whispered', 'soothing', 'accents']",test
1262,soothing,"['whispered', 'in', 'accents', 'and']",test
1262,accents,"['in', 'soothing', 'and', 'maternal']",test
1262,and,"['soothing', 'accents', 'maternal', 'nature']",test
1262,maternal,"['accents', 'and', 'nature', 'bade']",test
1262,nature,"['and', 'maternal', 'bade', 'me']",test
1262,bade,"['maternal', 'nature', 'me', 'weep']",test
1262,me,"['nature', 'bade', 'weep', 'no']",test
1262,weep,"['bade', 'me', 'no', 'more']",test
1262,no,"['me', 'weep', 'more', '<PAD>']",test
1262,more,"['weep', 'no', '<PAD>', '<PAD>']",test
1263,then,"['<PAD>', '<PAD>', 'again', 'the']",train
1263,again,"['<PAD>', 'then', 'the', 'kindly']",train
1263,the,"['then', 'again', 'kindly', 'influence']",train
1263,kindly,"['again', 'the', 'influence', 'ceased']",train
1263,influence,"['the', 'kindly', 'ceased', 'to']",train
1263,ceased,"['kindly', 'influence', 'to', 'act']",train
1263,to,"['influence', 'ceased', 'act', 'i']",train
1263,act,"['ceased', 'to', 'i', 'found']",train
1263,i,"['to', 'act', 'found', 'myself']",train
1263,found,"['act', 'i', 'myself', 'fettered']",train
1263,myself,"['i', 'found', 'fettered', 'again']",train
1263,fettered,"['found', 'myself', 'again', 'to']",train
1263,again,"['myself', 'fettered', 'to', 'grief']",train
1263,to,"['fettered', 'again', 'grief', 'and']",train
1263,grief,"['again', 'to', 'and', 'indulging']",train
1263,and,"['to', 'grief', 'indulging', 'in']",train
1263,indulging,"['grief', 'and', 'in', 'all']",train
1263,in,"['and', 'indulging', 'all', 'the']",train
1263,all,"['indulging', 'in', 'the', 'misery']",train
1263,the,"['in', 'all', 'misery', 'of']",train
1263,misery,"['all', 'the', 'of', 'reflection']",train
1263,of,"['the', 'misery', 'reflection', '<PAD>']",train
1263,reflection,"['misery', 'of', '<PAD>', '<PAD>']",train
1264,then,"['<PAD>', '<PAD>', 'i', 'spurred']",train
1264,i,"['<PAD>', 'then', 'spurred', 'on']",train
1264,spurred,"['then', 'i', 'on', 'my']",train
1264,on,"['i', 'spurred', 'my', 'animal']",train
1264,my,"['spurred', 'on', 'animal', 'striving']",train
1264,animal,"['on', 'my', 'striving', 'so']",train
1264,striving,"['my', 'animal', 'so', 'to']",train
1264,so,"['animal', 'striving', 'to', 'forget']",train
1264,to,"['striving', 'so', 'forget', 'the']",train
1264,forget,"['so', 'to', 'the', 'world']",train
1264,the,"['to', 'forget', 'world', 'my']",train
1264,world,"['forget', 'the', 'my', 'fears']",train
1264,my,"['the', 'world', 'fears', 'and']",train
1264,fears,"['world', 'my', 'and', 'more']",train
1264,and,"['my', 'fears', 'more', 'than']",train
1264,more,"['fears', 'and', 'than', 'all']",train
1264,than,"['and', 'more', 'all', 'myself']",train
1264,all,"['more', 'than', 'myself', 'or']",train
1264,myself,"['than', 'all', 'or', 'in']",train
1264,or,"['all', 'myself', 'in', 'a']",train
1264,in,"['myself', 'or', 'a', 'more']",train
1264,a,"['or', 'in', 'more', 'desperate']",train
1264,more,"['in', 'a', 'desperate', 'fashion']",train
1264,desperate,"['a', 'more', 'fashion', 'i']",train
1264,fashion,"['more', 'desperate', 'i', 'alighted']",train
1264,i,"['desperate', 'fashion', 'alighted', 'and']",train
1264,alighted,"['fashion', 'i', 'and', 'threw']",train
1264,and,"['i', 'alighted', 'threw', 'myself']",train
1264,threw,"['alighted', 'and', 'myself', 'on']",train
1264,myself,"['and', 'threw', 'on', 'the']",train
1264,on,"['threw', 'myself', 'the', 'grass']",train
1264,the,"['myself', 'on', 'grass', 'weighed']",train
1264,grass,"['on', 'the', 'weighed', 'down']",train
1264,weighed,"['the', 'grass', 'down', 'by']",train
1264,down,"['grass', 'weighed', 'by', 'horror']",train
1264,by,"['weighed', 'down', 'horror', 'and']",train
1264,horror,"['down', 'by', 'and', 'despair']",train
1264,and,"['by', 'horror', 'despair', '<PAD>']",train
1264,despair,"['horror', 'and', '<PAD>', '<PAD>']",train
1265,at,"['<PAD>', '<PAD>', 'length', 'i']",valid
1265,length,"['<PAD>', 'at', 'i', 'arrived']",valid
1265,i,"['at', 'length', 'arrived', 'at']",valid
1265,arrived,"['length', 'i', 'at', 'the']",valid
1265,at,"['i', 'arrived', 'the', 'village']",valid
1265,the,"['arrived', 'at', 'village', 'of']",valid
1265,village,"['at', 'the', 'of', 'chamounix']",valid
1265,of,"['the', 'village', 'chamounix', '<PAD>']",valid
1265,chamounix,"['village', 'of', '<PAD>', '<PAD>']",valid
1266,exhaustion,"['<PAD>', '<PAD>', 'succeeded', 'to']",test
1266,succeeded,"['<PAD>', 'exhaustion', 'to', 'the']",test
1266,to,"['exhaustion', 'succeeded', 'the', 'extreme']",test
1266,the,"['succeeded', 'to', 'extreme', 'fatigue']",test
1266,extreme,"['to', 'the', 'fatigue', 'both']",test
1266,fatigue,"['the', 'extreme', 'both', 'of']",test
1266,both,"['extreme', 'fatigue', 'of', 'body']",test
1266,of,"['fatigue', 'both', 'body', 'and']",test
1266,body,"['both', 'of', 'and', 'of']",test
1266,and,"['of', 'body', 'of', 'mind']",test
1266,of,"['body', 'and', 'mind', 'which']",test
1266,mind,"['and', 'of', 'which', 'i']",test
1266,which,"['of', 'mind', 'i', 'had']",test
1266,i,"['mind', 'which', 'had', 'endured']",test
1266,had,"['which', 'i', 'endured', '<PAD>']",test
1266,endured,"['i', 'had', '<PAD>', '<PAD>']",test
1267,for,"['<PAD>', '<PAD>', 'a', 'short']",valid
1267,a,"['<PAD>', 'for', 'short', 'space']",valid
1267,short,"['for', 'a', 'space', 'of']",valid
1267,space,"['a', 'short', 'of', 'time']",valid
1267,of,"['short', 'space', 'time', 'i']",valid
1267,time,"['space', 'of', 'i', 'remained']",valid
1267,i,"['of', 'time', 'remained', 'at']",valid
1267,remained,"['time', 'i', 'at', 'the']",valid
1267,at,"['i', 'remained', 'the', 'window']",valid
1267,the,"['remained', 'at', 'window', 'watching']",valid
1267,window,"['at', 'the', 'watching', 'the']",valid
1267,watching,"['the', 'window', 'the', 'pallid']",valid
1267,the,"['window', 'watching', 'pallid', 'lightnings']",valid
1267,pallid,"['watching', 'the', 'lightnings', 'that']",valid
1267,lightnings,"['the', 'pallid', 'that', 'played']",valid
1267,that,"['pallid', 'lightnings', 'played', 'above']",valid
1267,played,"['lightnings', 'that', 'above', 'mont']",valid
1267,above,"['that', 'played', 'mont', 'blanc']",valid
1267,mont,"['played', 'above', 'blanc', 'and']",valid
1267,blanc,"['above', 'mont', 'and', 'listening']",valid
1267,and,"['mont', 'blanc', 'listening', 'to']",valid
1267,listening,"['blanc', 'and', 'to', 'the']",valid
1267,to,"['and', 'listening', 'the', 'rushing']",valid
1267,the,"['listening', 'to', 'rushing', 'of']",valid
1267,rushing,"['to', 'the', 'of', 'the']",valid
1267,of,"['the', 'rushing', 'the', 'arve']",valid
1267,the,"['rushing', 'of', 'arve', 'which']",valid
1267,arve,"['of', 'the', 'which', 'pursued']",valid
1267,which,"['the', 'arve', 'pursued', 'its']",valid
1267,pursued,"['arve', 'which', 'its', 'noisy']",valid
1267,its,"['which', 'pursued', 'noisy', 'way']",valid
1267,noisy,"['pursued', 'its', 'way', 'beneath']",valid
1267,way,"['its', 'noisy', 'beneath', '<PAD>']",valid
1267,beneath,"['noisy', 'way', '<PAD>', '<PAD>']",valid
1268,the,"['<PAD>', '<PAD>', 'same', 'lulling']",train
1268,same,"['<PAD>', 'the', 'lulling', 'sounds']",train
1268,lulling,"['the', 'same', 'sounds', 'acted']",train
1268,sounds,"['same', 'lulling', 'acted', 'as']",train
1268,acted,"['lulling', 'sounds', 'as', 'a']",train
1268,as,"['sounds', 'acted', 'a', 'lullaby']",train
1268,a,"['acted', 'as', 'lullaby', 'to']",train
1268,lullaby,"['as', 'a', 'to', 'my']",train
1268,to,"['a', 'lullaby', 'my', 'too']",train
1268,my,"['lullaby', 'to', 'too', 'keen']",train
1268,too,"['to', 'my', 'keen', 'sensations']",train
1268,keen,"['my', 'too', 'sensations', 'when']",train
1268,sensations,"['too', 'keen', 'when', 'i']",train
1268,when,"['keen', 'sensations', 'i', 'placed']",train
1268,i,"['sensations', 'when', 'placed', 'my']",train
1268,placed,"['when', 'i', 'my', 'head']",train
1268,my,"['i', 'placed', 'head', 'upon']",train
1268,head,"['placed', 'my', 'upon', 'my']",train
1268,upon,"['my', 'head', 'my', 'pillow']",train
1268,my,"['head', 'upon', 'pillow', 'sleep']",train
1268,pillow,"['upon', 'my', 'sleep', 'crept']",train
1268,sleep,"['my', 'pillow', 'crept', 'over']",train
1268,crept,"['pillow', 'sleep', 'over', 'me']",train
1268,over,"['sleep', 'crept', 'me', 'i']",train
1268,me,"['crept', 'over', 'i', 'felt']",train
1268,i,"['over', 'me', 'felt', 'it']",train
1268,felt,"['me', 'i', 'it', 'as']",train
1268,it,"['i', 'felt', 'as', 'it']",train
1268,as,"['felt', 'it', 'it', 'came']",train
1268,it,"['it', 'as', 'came', 'and']",train
1268,came,"['as', 'it', 'and', 'blessed']",train
1268,and,"['it', 'came', 'blessed', 'the']",train
1268,blessed,"['came', 'and', 'the', 'giver']",train
1268,the,"['and', 'blessed', 'giver', 'of']",train
1268,giver,"['blessed', 'the', 'of', 'oblivion']",train
1268,of,"['the', 'giver', 'oblivion', '<PAD>']",train
1268,oblivion,"['giver', 'of', '<PAD>', '<PAD>']",train
1269,chapter,"['<PAD>', '<PAD>', '10', 'i']",train
1269,10,"['<PAD>', 'chapter', 'i', 'spent']",train
1269,i,"['chapter', '10', 'spent', 'the']",train
1269,spent,"['10', 'i', 'the', 'following']",train
1269,the,"['i', 'spent', 'following', 'day']",train
1269,following,"['spent', 'the', 'day', 'roaming']",train
1269,day,"['the', 'following', 'roaming', 'through']",train
1269,roaming,"['following', 'day', 'through', 'the']",train
1269,through,"['day', 'roaming', 'the', 'valley']",train
1269,the,"['roaming', 'through', 'valley', '<PAD>']",train
1269,valley,"['through', 'the', '<PAD>', '<PAD>']",train
1270,i,"['<PAD>', '<PAD>', 'stood', 'beside']",train
1270,stood,"['<PAD>', 'i', 'beside', 'the']",train
1270,beside,"['i', 'stood', 'the', 'sources']",train
1270,the,"['stood', 'beside', 'sources', 'of']",train
1270,sources,"['beside', 'the', 'of', 'the']",train
1270,of,"['the', 'sources', 'the', 'arveiron']",train
1270,the,"['sources', 'of', 'arveiron', 'which']",train
1270,arveiron,"['of', 'the', 'which', 'take']",train
1270,which,"['the', 'arveiron', 'take', 'their']",train
1270,take,"['arveiron', 'which', 'their', 'rise']",train
1270,their,"['which', 'take', 'rise', 'in']",train
1270,rise,"['take', 'their', 'in', 'a']",train
1270,in,"['their', 'rise', 'a', 'glacier']",train
1270,a,"['rise', 'in', 'glacier', 'that']",train
1270,glacier,"['in', 'a', 'that', 'with']",train
1270,that,"['a', 'glacier', 'with', 'slow']",train
1270,with,"['glacier', 'that', 'slow', 'pace']",train
1270,slow,"['that', 'with', 'pace', 'is']",train
1270,pace,"['with', 'slow', 'is', 'advancing']",train
1270,is,"['slow', 'pace', 'advancing', 'down']",train
1270,advancing,"['pace', 'is', 'down', 'from']",train
1270,down,"['is', 'advancing', 'from', 'the']",train
1270,from,"['advancing', 'down', 'the', 'summit']",train
1270,the,"['down', 'from', 'summit', 'of']",train
1270,summit,"['from', 'the', 'of', 'the']",train
1270,of,"['the', 'summit', 'the', 'hills']",train
1270,the,"['summit', 'of', 'hills', 'to']",train
1270,hills,"['of', 'the', 'to', 'barricade']",train
1270,to,"['the', 'hills', 'barricade', 'the']",train
1270,barricade,"['hills', 'to', 'the', 'valley']",train
1270,the,"['to', 'barricade', 'valley', '<PAD>']",train
1270,valley,"['barricade', 'the', '<PAD>', '<PAD>']",train
1271,the,"['<PAD>', '<PAD>', 'abrupt', 'sides']",test
1271,abrupt,"['<PAD>', 'the', 'sides', 'of']",test
1271,sides,"['the', 'abrupt', 'of', 'vast']",test
1271,of,"['abrupt', 'sides', 'vast', 'mountains']",test
1271,vast,"['sides', 'of', 'mountains', 'were']",test
1271,mountains,"['of', 'vast', 'were', 'before']",test
1271,were,"['vast', 'mountains', 'before', 'me']",test
1271,before,"['mountains', 'were', 'me', 'the']",test
1271,me,"['were', 'before', 'the', 'icy']",test
1271,the,"['before', 'me', 'icy', 'wall']",test
1271,icy,"['me', 'the', 'wall', 'of']",test
1271,wall,"['the', 'icy', 'of', 'the']",test
1271,of,"['icy', 'wall', 'the', 'glacier']",test
1271,the,"['wall', 'of', 'glacier', 'overhung']",test
1271,glacier,"['of', 'the', 'overhung', 'me']",test
1271,overhung,"['the', 'glacier', 'me', 'a']",test
1271,me,"['glacier', 'overhung', 'a', 'few']",test
1271,a,"['overhung', 'me', 'few', 'shattered']",test
1271,few,"['me', 'a', 'shattered', 'pines']",test
1271,shattered,"['a', 'few', 'pines', 'were']",test
1271,pines,"['few', 'shattered', 'were', 'scattered']",test
1271,were,"['shattered', 'pines', 'scattered', 'around']",test
1271,scattered,"['pines', 'were', 'around', 'and']",test
1271,around,"['were', 'scattered', 'and', 'the']",test
1271,and,"['scattered', 'around', 'the', 'solemn']",test
1271,the,"['around', 'and', 'solemn', 'silence']",test
1271,solemn,"['and', 'the', 'silence', 'of']",test
1271,silence,"['the', 'solemn', 'of', 'this']",test
1271,of,"['solemn', 'silence', 'this', 'glorious']",test
1271,this,"['silence', 'of', 'glorious', 'presence']",test
1271,glorious,"['of', 'this', 'presence', 'chamber']",test
1271,presence,"['this', 'glorious', 'chamber', 'of']",test
1271,chamber,"['glorious', 'presence', 'of', 'imperial']",test
1271,of,"['presence', 'chamber', 'imperial', 'nature']",test
1271,imperial,"['chamber', 'of', 'nature', 'was']",test
1271,nature,"['of', 'imperial', 'was', 'broken']",test
1271,was,"['imperial', 'nature', 'broken', 'only']",test
1271,broken,"['nature', 'was', 'only', 'by']",test
1271,only,"['was', 'broken', 'by', 'the']",test
1271,by,"['broken', 'only', 'the', 'brawling']",test
1271,the,"['only', 'by', 'brawling', 'waves']",test
1271,brawling,"['by', 'the', 'waves', 'or']",test
1271,waves,"['the', 'brawling', 'or', 'the']",test
1271,or,"['brawling', 'waves', 'the', 'fall']",test
1271,the,"['waves', 'or', 'fall', 'of']",test
1271,fall,"['or', 'the', 'of', 'some']",test
1271,of,"['the', 'fall', 'some', 'vast']",test
1271,some,"['fall', 'of', 'vast', 'fragment']",test
1271,vast,"['of', 'some', 'fragment', 'the']",test
1271,fragment,"['some', 'vast', 'the', 'thunder']",test
1271,the,"['vast', 'fragment', 'thunder', 'sound']",test
1271,thunder,"['fragment', 'the', 'sound', 'of']",test
1271,sound,"['the', 'thunder', 'of', 'the']",test
1271,of,"['thunder', 'sound', 'the', 'avalanche']",test
1271,the,"['sound', 'of', 'avalanche', 'or']",test
1271,avalanche,"['of', 'the', 'or', 'the']",test
1271,or,"['the', 'avalanche', 'the', 'cracking']",test
1271,the,"['avalanche', 'or', 'cracking', 'reverberated']",test
1271,cracking,"['or', 'the', 'reverberated', 'along']",test
1271,reverberated,"['the', 'cracking', 'along', 'the']",test
1271,along,"['cracking', 'reverberated', 'the', 'mountains']",test
1271,the,"['reverberated', 'along', 'mountains', 'of']",test
1271,mountains,"['along', 'the', 'of', 'the']",test
1271,of,"['the', 'mountains', 'the', 'accumulated']",test
1271,the,"['mountains', 'of', 'accumulated', 'ice']",test
1271,accumulated,"['of', 'the', 'ice', 'which']",test
1271,ice,"['the', 'accumulated', 'which', 'through']",test
1271,which,"['accumulated', 'ice', 'through', 'the']",test
1271,through,"['ice', 'which', 'the', 'silent']",test
1271,the,"['which', 'through', 'silent', 'working']",test
1271,silent,"['through', 'the', 'working', 'of']",test
1271,working,"['the', 'silent', 'of', 'immutable']",test
1271,of,"['silent', 'working', 'immutable', 'laws']",test
1271,immutable,"['working', 'of', 'laws', 'was']",test
1271,laws,"['of', 'immutable', 'was', 'ever']",test
1271,was,"['immutable', 'laws', 'ever', 'and']",test
1271,ever,"['laws', 'was', 'and', 'anon']",test
1271,and,"['was', 'ever', 'anon', 'rent']",test
1271,anon,"['ever', 'and', 'rent', 'and']",test
1271,rent,"['and', 'anon', 'and', 'torn']",test
1271,and,"['anon', 'rent', 'torn', 'as']",test
1271,torn,"['rent', 'and', 'as', 'if']",test
1271,as,"['and', 'torn', 'if', 'it']",test
1271,if,"['torn', 'as', 'it', 'had']",test
1271,it,"['as', 'if', 'had', 'been']",test
1271,had,"['if', 'it', 'been', 'but']",test
1271,been,"['it', 'had', 'but', 'a']",test
1271,but,"['had', 'been', 'a', 'plaything']",test
1271,a,"['been', 'but', 'plaything', 'in']",test
1271,plaything,"['but', 'a', 'in', 'their']",test
1271,in,"['a', 'plaything', 'their', 'hands']",test
1271,their,"['plaything', 'in', 'hands', '<PAD>']",test
1271,hands,"['in', 'their', '<PAD>', '<PAD>']",test
1272,these,"['<PAD>', '<PAD>', 'sublime', 'and']",test
1272,sublime,"['<PAD>', 'these', 'and', 'magnificent']",test
1272,and,"['these', 'sublime', 'magnificent', 'scenes']",test
1272,magnificent,"['sublime', 'and', 'scenes', 'afforded']",test
1272,scenes,"['and', 'magnificent', 'afforded', 'me']",test
1272,afforded,"['magnificent', 'scenes', 'me', 'the']",test
1272,me,"['scenes', 'afforded', 'the', 'greatest']",test
1272,the,"['afforded', 'me', 'greatest', 'consolation']",test
1272,greatest,"['me', 'the', 'consolation', 'that']",test
1272,consolation,"['the', 'greatest', 'that', 'i']",test
1272,that,"['greatest', 'consolation', 'i', 'was']",test
1272,i,"['consolation', 'that', 'was', 'capable']",test
1272,was,"['that', 'i', 'capable', 'of']",test
1272,capable,"['i', 'was', 'of', 'receiving']",test
1272,of,"['was', 'capable', 'receiving', '<PAD>']",test
1272,receiving,"['capable', 'of', '<PAD>', '<PAD>']",test
1273,they,"['<PAD>', '<PAD>', 'elevated', 'me']",train
1273,elevated,"['<PAD>', 'they', 'me', 'from']",train
1273,me,"['they', 'elevated', 'from', 'all']",train
1273,from,"['elevated', 'me', 'all', 'littleness']",train
1273,all,"['me', 'from', 'littleness', 'of']",train
1273,littleness,"['from', 'all', 'of', 'feeling']",train
1273,of,"['all', 'littleness', 'feeling', 'and']",train
1273,feeling,"['littleness', 'of', 'and', 'although']",train
1273,and,"['of', 'feeling', 'although', 'they']",train
1273,although,"['feeling', 'and', 'they', 'did']",train
1273,they,"['and', 'although', 'did', 'not']",train
1273,did,"['although', 'they', 'not', 'remove']",train
1273,not,"['they', 'did', 'remove', 'my']",train
1273,remove,"['did', 'not', 'my', 'grief']",train
1273,my,"['not', 'remove', 'grief', 'they']",train
1273,grief,"['remove', 'my', 'they', 'subdued']",train
1273,they,"['my', 'grief', 'subdued', 'and']",train
1273,subdued,"['grief', 'they', 'and', 'tranquillised']",train
1273,and,"['they', 'subdued', 'tranquillised', 'it']",train
1273,tranquillised,"['subdued', 'and', 'it', '<PAD>']",train
